id,question,option_a,option_b,option_c,option_d,correct_option,explanation,topic,difficulty
2264,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2265,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2266,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2267,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2268,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2269,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2270,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2271,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2272,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2273,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v64),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2274,Quel algorithme est asymétrique ? (v64),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2275,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v64),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2276,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2277,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2278,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2279,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2280,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2281,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2282,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2283,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2284,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2285,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v68),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2286,Quel algorithme est asymétrique ? (v68),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2287,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v68),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2288,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2289,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2290,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2291,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2292,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2293,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2294,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2295,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2296,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2297,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v72),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2298,Quel algorithme est asymétrique ? (v72),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2299,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v72),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2300,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2301,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2302,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2303,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2304,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2305,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2306,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2307,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2308,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2309,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v76),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2310,Quel algorithme est asymétrique ? (v76),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2311,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v76),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2312,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2313,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2314,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2315,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2316,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2317,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2318,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2319,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2320,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2321,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v80),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2322,Quel algorithme est asymétrique ? (v80),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2323,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v80),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2324,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2325,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2326,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2327,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2328,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2329,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2330,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2331,Quel algorithme est asymétrique ?,RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2332,Qu'est-ce qu'une attaque par 'SQL Injection' ?,Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2333,Qu'est-ce que l'authentification à deux facteurs (2FA) ? (v84),Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
2334,Quel algorithme est asymétrique ? (v84),RSA,AES,DES,3DES,A,RSA est un algorithme de chiffrement asymétrique.,Sécurité - Cryptographie,Moyen
2335,Qu'est-ce qu'une attaque par 'SQL Injection' ? (v84),Injection de code SQL via l'entrée utilisateur,Attaque par déni de service,Écoute réseau,Brute force de mots de passe,A,SQLi exploite l'injection de requêtes SQL mal filtrées.,Sécurité - Vulnérabilités,Moyen
2336,Qu'est-ce que l'authentification à deux facteurs (2FA) ?,Deux méthodes pour prouver l'identité,Un seul mot de passe fort,Cryptage asymétrique,Pare-feu matériel,A,2FA combine deux facteurs d'authentification.,Sécurité - Authentification,Moyen
